mae,rmse,close_mae,close_rmse,test_loss,sMape,r2,medae,evs,psi,bias,error_std,model_name,folds
0.7049421439184054,0.920433961574239,3.0743366226365865,4.025601954480591,0.5300321280956268,148.38624715899232,-0.9466773171347226,0.5481781961246175,-0.2333537080930818,0.0,-0.19592895365305787,0.8226458021766803,lstm,8
